ClassName,SubdomainName,Version,Notes
Arm,Protocol Representation Sub-Domain,5.2,"DEFINITION: A path through the study which describes what activities the study subject or experimental unit will be involved in as they pass through the study. EXAMPLE(S): A study could have 2 arms named IV-Oral and Oral-IV. The name IV-Oral reflects a path that passes through IV treatment then Oral treatment. OTHER NAME(S): Group [CTRR Observational Studies] NOTE(S): An Arm is typically equivalent to a treatment group in a parallel design study. Generally each subject is assigned to an arm and the design of the study is reflected in the number and composition of the individual arms. This intended path through which the subject progresses in a study is composed of time point events (study cell) for each epoch of the study. Each time point event in turn has a pattern of child time points through which the subject would pass. This planned path thus describes how subjects assigned to the arm will be treated."
CompanionStudyRelationship,Protocol Representation Sub-Domain,5.2,"DEFINITION: Specifies the link between a parent or master study and a companion or ancillary study. EXAMPLE(S): Embedded Non-Stand-Alone Companion Non-Embedded Non-Stand-Alone Companion Non-Embedded Stand-Alone Companion OTHER NAME(S): NOTE(S): The relationship exists between the version of the parent study and the non-versioned concept of the companion study because the relationship may be added in a new version of the parent study and references the overall notion of the companion study not a particular version of the companion study. Note that additional semantics about the companion study are captured in the StudyProtocolVersion.companionCode attribute."
DefinedActivity,Protocol Representation Sub-Domain,5.2,"DEFINITION: An activity that frequently occurs in studies (e.g. more than one time in more than one arm) and/or experiments and therefore is called out as a reusable template in a global library of activities outside the context of any particular study or experiment and may be used in the composition of a defined subject activity group. A defined activity is a kind of activity rather than an instance of an activity. EXAMPLE(S): Standard blood chemistries are frequently included in studies - also activities that are study-specific and recur more than one time in more than one arm may be defined such as a substance administration activity involving X amount of drug Y. OTHER NAME(S): NOTE(S): A defined activity is represented here as a subtype of Activity but could also be thought of as an activity at a particular stage in the business process in which the activities occur i.e. in the defined stage rather than the planned stage the scheduled stage or the performed stage."
DefinedAdministrativeActivity,Protocol Representation Sub-Domain,5.2,"DEFINITION: An activity defined at a global library level that is not directly related to hypothesis evaluation or testing but is typically essential to the efficient and/or effective coordination and execution of a study or experiment. EXAMPLE(S): assignment to a treatment arm registration to a study start of on-study period end of on-study period obtain informed consent verify eligibility criteria enroll randomize complete study visits exit trial break treatment blind protocol violation premature withdrawal OTHER NAME(S): NOTE(S):"
DefinedAdverseEvent,Protocol Representation Sub-Domain,5.2,"DEFINITION: A reusable template description of any unfavorable and unintended sign symptom disease or other medical occurrence with a temporal association with the use of a medical product procedure or other therapy or in conjunction with a research study regardless of causal relationship. EXAMPLE(S): death back pain headache pulmonary embolism heart attack OTHER NAME(S): NOTE(S):"
DefinedCompositionRelationship,Protocol Representation Sub-Domain,5.2,"DEFINITION: A relationship between a composite activity and a component activity that comprises it i.e. parent and child activities where all these activities are part of a global library of activities. EXAMPLE(S): A battery of tests may be composed of multiple routine labs that are always ordered together as a group. A glucose tolerance test which is comprised of administering glucose and taking multiple timed blood samples which are then tested for glucose. OTHER NAME(S): NOTE(S): This class helps represent an AND relationship between siblings with the same parent activity."
DefinedContingentOnRelationship,Protocol Representation Sub-Domain,5.2,"DEFINITION: A relationship between an activity and some criteria to determine if the activity should occur where all activities are part of the global library of activities. EXAMPLE(S): Only perform a certain lab test if drug X was administered. (target = another activity) Only perform a substance administration of drug X if the blood pressure was over some threshold number. (target = observation result from another activity that is an observation) Only perform a substance administration of drug Y if the blood pressure was over some threshold number and either the result of a certain lab test was positive or the subject's temperature was elevated i.e. (A and (B or C)). OTHER NAME(S): NOTE(S): The criteria to evaluate the relationship could be one of the following: - the outcome of another activity where the source activity does not occur unless the target activity outcome has occurred - another activity where the source activity does not occur unless the target activity has occurred - a group of other criteria that may be composed of a mix of other activities observation results and/or other groups. To evaluate whether the contingency was satisfied the simple existence of a PerformedActivity (or subclass) related to the DefinedActivity (or subclass) is not enough by itself. The PerformedActivity.statusCode and PerformedActivity.negationIndicator must also be checked to ensure that the activity was actually performed. PerformedActivity.statusCode must be Completed and PerformedActivity.negationIndicator must not be true."
DefinedCriterionGroup,Protocol Representation Sub-Domain,5.2,"DEFINITION: A collection of conditions joined together via composition (ANDed) and/or optionality (ORed) to form a logical expression upon which the execution of an activity is based or upon which the cessation of a repeated activity is based where components of the group may include other activities observation results and/or other criterion groups and where both the criterion group and it's components are defined as part of the global library. EXAMPLE(S): (A and (B or C)) where A might be an activity B and C might be 2 different observation results and the two sets of parentheses are 2 criterion groups one inside (a component of) the other. OTHER NAME(S): NOTE(S): A criterion group represents the parentheses around a set of criteria in a logical expression."
DefinedCriterionGroupCompositionRelationship,Protocol Representation Sub-Domain,5.2,"DEFINITION: A relationship between a criterion group and an activity observation result or other criterion group that is a component of the group i.e. a relationship between a logical set of parenthesis and one of the items inside the parentheses where the criterion group and its components are both part of a global library of activities. EXAMPLE(S): A battery of tests may be composed of multiple routine labs that are always ordered together as a group. A glucose tolerance test which is comprised of administering glucose and taking multiple timed blood samples which are then tested for glucose. OTHER NAME(S): NOTE(S): This class helps represent an AND relationship between siblings in the same criterion group."
DefinedCriterionGroupOptionRelationship,Protocol Representation Sub-Domain,5.2,"DEFINITION: A relationship between a criterion group and an option that can satisfy it either an activity observation result or other criterion group i.e. a relationship between a logical set of parenthesis and one of the options inside the parentheses where the criterion group and its option are both part of a global library of activities. EXAMPLE(S): A pain management criterion group may be comprised of three options one for substance administration of Tylenol another for substance administration of aspirin and a third for substance administration of ibuprofen. The pain management criterion would be satisfied/accomplished with any one of these activities and would be associated to each of the three via a different DefinedCriterionGroupOptionRelationship. OTHER NAME(S): NOTE(S): This class helps represent an OR relationship between siblings in the same criterion group."
DefinedDiagnosis,Protocol Representation Sub-Domain,5.2,"DEFINITION: The definition of the identification of a disease or illness by examining the signs symptoms and/or biomarkers. EXAMPLE(S): Adenocarcinoma Diffusely Infiltrating Astrocytoma OTHER NAME(S): NOTE(S): This class was added to the model in support of MolecularBiomarkerGroups which may indicate risk or presence of one or more diagnoses."
DefinedEligibilityCriterion,Protocol Representation Sub-Domain,5.2,"DEFINITION: An activity defined at a global library level that identifies one of a set of conditions that a subject must meet in order to participate in a study or that a study subject must meet into order to participate in a certain part of the study. EXAMPLE(S): . At least one pathologically confirmed positive lymph node identified • There must be no evidence of residual involved lymph node disease • At least one lymph node must be found in the pathologic specimen • At least 5 cm of the esophagus must be in the 60 Gy isodose volume in 1.6 to 2.0 Gy fractions OTHER NAME(S): NOTE(S):"
DefinedEligibilityCriterionAnswer,Protocol Representation Sub-Domain,5.2,"DEFINITION: A reusable template description of an allowable response to an eligibility criterion question. EXAMPLE(S): OTHER NAME(S): NOTE(S): "
DefinedExclusionCriterion,Protocol Representation Sub-Domain,5.2,"DEFINITION: An activity defined at a global library level that identifies a characteristic or requirement intended to be applied to a potential study subject to determine whether they may not participate in a study. EXAMPLE(S): Must be over the age of 18. OTHER NAME(S): NOTE(S):"
DefinedExperimentalUnitAllocation,Protocol Representation Sub-Domain,5.2,"DEFINITION: An administrative activity defined at a global library level that is the assignment of an experimental unit to a portion of the study such as an arm or a portion of an arm (when secondary allocations may occur). EXAMPLE(S): randomization direct assignment based on eligibility criteria etc. Escalating dose cohort studies enroll subjects in successive arms i.e. one arm is completely filled before any subjects are enrolled in the next arm. In such a study allocation depends on which arms have been fully enrolled and which are currently open for enrollment. Note that this example assumes that the experimental unit is the subject (rather than a part of a subject or a group of subjects). OTHER NAME(S): NOTE(S):"
DefinedExpressionVariableRelationship,Protocol Representation Sub-Domain,5.2,"DEFINITION: A relationship between a DefinedSubstanceAdministration and a DefinedObservation that identifies a factor used in a relative dose expression to calculate an absolute dose. EXAMPLE(S): Relationship of a calculated dose on a substance administration and a weight observation. Relationship of a calculated dose on a substance administration and a body surface area observation. OTHER NAME(S): NOTE(S): Formulas are used for direct mathematical calculations. Conditional assertions make use of the DefinedContingentOnRelationship class."
DefinedInclusionCriterion,Protocol Representation Sub-Domain,5.2,"DEFINITION: An activity defined at a global library level that identifies a characteristic or requirement intended to be applied to a potential study subject to determine whether they may participate in a study. EXAMPLE(S): pregnancy OTHER NAME(S): NOTE(S):"
DefinedMaterialProcessStep,Protocol Representation Sub-Domain,5.2,"DEFINITION: An activity defined at a global library level that is an action of processing a material. EXAMPLE(S): freezing thawing spinning embedding dividing aliquot adding additives or growth factors OTHER NAME(S): product manipulation NOTE(S): Material process may be performed on any kind of material such as a specimen nanomaterial or biologic. The result of the process may be a similar or different kind of material for instance a specimen may be the result of a specimen processing step (e.g. aliquot or division of a specimen) or alternatively a blood product has anticoagulants added to it to preserve the product. Other processing steps such as adding growth factor to induce cell growth may be performed on the blood product. Note that DefinedMaterialProcessStep inherits two associations that perhaps should be mutually exclusive - 1) the association between a DefinedProcedure and a Product that it uses and 2) the association between an Activity and an ExperimentalActivityItem that it uses. Question for SMEs: Should this be made a constraint on this class or even on a higher level superclass?"
DefinedMaterialStorage,Protocol Representation Sub-Domain,5.2,"DEFINITION: An administrative activity defined at a global library level that is an action of safekeeping harvested material in a repository or depository. EXAMPLE(S): refrigeration cryopreservation dehydration OTHER NAME(S): NOTE(S): There is a difference between the act of changing the state of material which is represented by DefinedMaterialProcessStep and the act of maintaining state of the material by storing it which is represented by DefinedMaterialStorage."
DefinedMedicalConditionResult,Protocol Representation Sub-Domain,5.2,"DEFINITION: A reusable template description of a sign symptom disease or other medical occurrence. EXAMPLE(S): death back pain headache pulmonary embolism heart attack pregnancy flu broken bone menstrual period depression OTHER NAME(S): Clinical Events Medical History NOTE(S):"
DefinedNotification,Protocol Representation Sub-Domain,5.2,"DEFINITION: An administrative activity defined at the global library level that represents the communication of a message to a recipient. EXAMPLE(S): An alert sent to a study PI that the study has reached 75% of target subject accrual. OTHER NAME(S): NOTE(S):"
DefinedObservation,Protocol Representation Sub-Domain,5.2,"DEFINITION: An activity defined at a global library level whose intention is to obtain a result by observing monitoring measuring or otherwise qualitatively or quantitatively gathering data or information about one or more aspects of a subject's physiologic or psychologic state. EXAMPLE(S): blood chemistry panel body mass index calculation blood pressure measurement obtaining DNA sequence genotyping a genetic variant measuring the pH of a solution specimen quality review OTHER NAME(S): NOTE(S):"
DefinedObservationResult,Protocol Representation Sub-Domain,5.2,"DEFINITION: A reusable template description of possible findings of an observation. EXAMPLE(S): A blood pressure measurement may result in a diastolic number and a systolic number. OTHER NAME(S): NOTE(S): The DefinedObservationResult class can be used to represent defined ranges for contingencies by constraining the value attribute from ANY to IVL&lt;PQ&gt; for instance or any other range value. Such DefinedObservationResults may be used as criteria for conditional activities or repeated activities."
DefinedOptionRelationship,Protocol Representation Sub-Domain,5.2,"DEFINITION: A relationship between a composite activity and an option that can satisfy it i.e. choice and option activities where all these activities are part of a global library of activities. EXAMPLE(S): A pain management activity may be comprised of three options one for substance administration of Tylenol another for substance administration of aspirin and a third for substance administration of ibuprofen. The pain management activity would be satisfied/accomplished with any one of these activities and would be associated to each of the three via a different DefinedOptionRelationship. OTHER NAME(S): NOTE(S): This class helps represent an OR relationship between siblings with the same parent activity."
DefinedProcedure,Protocol Representation Sub-Domain,5.2,"DEFINITION: An activity defined at a global library level that is an action whose immediate and primary intention is the alteration of the physical condition of the subject. EXAMPLE(S): Procedures may involve the disruption of some body surface (e.g. an incision in a surgical procedure). Conservative procedures such as reduction of a luxated joint including physiotherapy such as chiropractic treatment massage balneotherapy acupuncture shiatsu. OTHER NAME(S): NOTE(S): The documented use cases from life sciences are limited to procedure and observations. Use cases for other kinds of activities in life sciences are needed to support this relationship at Activity level. In the next release this relationship will have to be re-assessed. "
DefinedProductTransport,Protocol Representation Sub-Domain,5.2,"DEFINITION: An activity defined at a global library level that represents transporting a product between a point of origin and a point of destination. EXAMPLE(S): Delivery of drugs from the manufacturer to a medical facility. OTHER NAME(S): NOTE(S):"
DefinedProgressCount,Protocol Representation Sub-Domain,5.2,"DEFINITION: An administrative activity defined at a global library level that is an action in which a set of quantitative information (counts of objects) is produced and which when gathered and recorded over a period of time reflects the progress of a project. EXAMPLE(S): The number of subjects that have completed the screening process in a study; the number of study sites that have received their site initiation visit. OTHER NAME(S): NOTE(S):"
DefinedRepeatActivityUntilRule,Protocol Representation Sub-Domain,5.2,"DEFINITION: A relationship between a defined repeating activity and the criteria that may trigger the repeating activity to stop where all items are part of a global library. EXAMPLE(S): Continue repeating kidney dialysis until kidney transplant surgery. Continue performing a certain lab test weekly until the three-month checkup occurs. (target = another activity) Continue substance administration of drug X until the blood pressure is over some minimum threshold number. (target = observation result from another activity that is an observation) Continue substance administration of drug Y until the blood pressure is over some minimum threshold number and either the result of a certain lab test is positive or the subject's temperature is elevated i.e. (A and (B or C)). OTHER NAME(S): NOTE(S): The criteria to stop the repeating activity by be one of the following: - another defined activity where the repeating activity stops if this other activity occurs - a defined observation result where the repeating activity stops if this observation result occurs - a defined criteria group where the repeating activity stops if this group logically evaluates to true based on its components"
DefinedSpecimenCollection,Protocol Representation Sub-Domain,5.2,"DEFINITION: An activity defined at a global library level that is an action of gathering samples that may be used for subsequent analysis. EXAMPLE(S): blood draw OTHER NAME(S): NOTE(S):"
DefinedStratificationCriterion,Protocol Representation Sub-Domain,5.2,"DEFINITION: An activity defined at a global library level that identifies pre-treatment factors by which study subjects are segregated to assure balance of these factors during analysis or before randomization to a study arm or some smaller segment of a study. The decisive factor used to help segregate the study subject into a stratum group for analysis or randomization purposes. EXAMPLE(S): - Age Years: 18 to 59 vs. = 60. - Extra-Cranial Disease Controlled in Months: = 3 vs. &gt; 3. - Number of Brain Metastases: 1 vs. 2 vs. 3. OTHER NAME(S): NOTE(S):"
DefinedStratificationCriterionPermissibleResult,Protocol Representation Sub-Domain,5.2,"DEFINITION: A reusable template description of an allowable response to a stratification criterion. EXAMPLE(S): The stratification criterion for gender can have permissible answers of male and female OTHER NAME(S): NOTE(S):"
DefinedStudyAdministrativeActivity,Protocol Representation Sub-Domain,5.2,"DEFINITION: An administrative activity defined at a global library level that is independent of a study subject but is necessary for the conduct of the study. EXAMPLE(S): IRB Approval site enrollment FDA audit OTHER NAME(S): NOTE(S):"
DefinedStudyAgentTransfer,Protocol Representation Sub-Domain,5.2,"DEFINITION: An administrative activity defined at a global library level that is an action in which an authorized party at a designated study site dispenses or receives a study agent to/from a study subject though as a defined activity no actual study subject is identified. EXAMPLE(S): Dispensing a bottle of pills OTHER NAME(S): NOTE(S): The term study agent only pertains within the context of a given study. To make this explicit in BRIDG it was determined that the StudyAgent class would only be used to connect Product to StudyProtocolVersion. All activity-related classes would be associated directly to Product to avoid the issues of activities that may cross study boundaries. To determine if a given activity uses a study agent one need only compare the product used in the activity with the list of products associated to StudyAgent for a given StudyProtocolVersion. It should be noted that this determination could be different for different studies and could evolve over the course of a given study."
DefinedStudySubjectMilestone,Protocol Representation Sub-Domain,5.2,"DEFINITION: An administrative activity defined at a global library level that represents a common administrative landmark for a study subject in the course of a study. EXAMPLE(S): obtain informed consent verify eligibility criteria enroll registration to a study randomize assignment to a treatment arm start of on-study period complete study visits end of on-study period exit trial break treatment blind protocol violation premature withdrawal OTHER NAME(S): NOTE(S):"
DefinedSubjectActivityGroup,Protocol Representation Sub-Domain,5.2,"DEFINITION: A collection of activities from a global library that would be performed on a common subject. EXAMPLE(S): Clinic visit during which a physical exam a blood test and a substance administration occur Telephone contact during which temperature blood pressure and adverse events are reported Recording multiple observation results in a diary A treatment strategy that consists of drug administrations with rules for modifying doses OTHER NAME(S): study segment course treatment strategy period cycle NOTE(S):"
DefinedSubstanceAdministration,Protocol Representation Sub-Domain,5.2,"DEFINITION: An activity defined at a global library level that is an action of applying introducing or otherwise giving medications or other substances to a subject or experimental unit. EXAMPLE(S): Administration of methotrexate as part of chemotherapy. OTHER NAME(S): NOTE(S):"
Epoch,Protocol Representation Sub-Domain,5.2,"DEFINITION: One of a set of ordered partitions of a subject's participation in a study. An Epoch represents a state within a study such that subjects in separate arms within that state are comparable. Each epoch serves a purpose in the study as a whole typically exposing the subject to a treatment or preparing them for a treatment or gathering post-treatment data. Activities and activity results control the subject's movement from one epoch to another. EXAMPLE(S): A study designed to assess the effects of treatments might have 3 epochs. A Screening Epoch in which subjects' eligibility is determined and baseline measurements are made. A Treatment Epoch during which treatments are given and effects of treatment are assessed. A Follow-up Epoch during which post-treatment assessments are conducted. OTHER NAME(S): NOTE(S): A subject moves from one epoch to another and can only be in one epoch at a time. The subject can only move to an epoch with a greater sequenceNumber. Activities in the same epoch but a different arm need not be similar in time and pattern. Subjects in different arms will not necessarily pass through the same epochs."
InterventionalStudyProtocolVersion,Protocol Representation Sub-Domain,5.2,"DEFINITION: A study protocol version in which study subjects or experimental units are assigned by an investigator based on a protocol to receive specific interventions. EXAMPLE(S): Version dates for A Randomizaed Phase 3 Trial of Treatment 1 and Treatment 2 in Patients with Stage III Colon Cancer VERSION 1: Activation February 10 2004 VERSION 2: Addendum 7 January 4 2008 VERSION 3: Addendum 8 May 12 2008 OTHER NAME(S): NOTE(S): Study subjects or experimental units may receive diagnostic therapeutic or other types of interventions. The assignment of the intervention may or may not be random. The study subjects or experimental units are then followed and biomedical and/or health outcomes are assessed."
ObservationalStudyProtocolVersion,Protocol Representation Sub-Domain,5.2,"DEFINITION: A study protocol version in which biomedical and/or health outcomes are assessed in pre-defined groups of study subjects or experimental units. Study subjects or experimental units in the study may receive diagnostic therapeutic or other interventions but the investigator does not assign specific interventions to the study subjects or experimental units of the study. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
PlannedActivity,Protocol Representation Sub-Domain,5.2,"DEFINITION: An activity that is intended to occur or start at some point in the context of a particular study or experiment. EXAMPLE(S): Pregnancy tests are planned for study subjects who are females of childbearing potential. OTHER NAME(S): NOTE(S): A PlannedActivity may be a container of other activities and have a complex structure involving components options and contingencies using the associated relationship classes. This structure allows the representation of concepts in previous versions of BRIDG such as StudyCells StudySegments and StudySubjectEncounters. A PlannedActivity could also be thought of as an activity at a particular stage in the business process in which the activities occur i.e. in the planned stage rather than the scheduled stage or the performed stage. An instance of a PlannedActivity is not assigned to a particular Subject StudySubject or ExperimentalUnit but to a kind of Subject StudySubject or ExperimentalUnit. "
PlannedCompositionRelationship,Protocol Representation Sub-Domain,5.2,"DEFINITION: A relationship between a composite activity and a component activity that comprises it i.e. parent and child activities where all activities are intended to occur at some point in the context of a particular study or experiment. EXAMPLE(S): A battery of tests may be composed of multiple routine labs that are always ordered together as a group. A glucose tolerance test which is comprised of administering glucose and taking multiple timed blood samples which are then tested for glucose. OTHER NAME(S): NOTE(S): This class helps represent an AND relationship between siblings with the same parent activity."
PlannedContingentOnRelationship,Protocol Representation Sub-Domain,5.2,"DEFINITION: A relationship between a planned activity and some criteria to determine if the activity should occur where all activities are intended to occur at some point in the context of a particular study or experiment. EXAMPLE(S): Only perform a certain lab test if drug X was administered. (target = another activity) Only perform a substance administration of drug X if the blood pressure was over some threshold number. (target = observation result from another activity that is an observation) Only perform a substance administration of drug Y if the blood pressure was over some threshold number and either the result of a certain lab test was positive or the subject's temperature was elevated i.e. (A and (B or C)). OTHER NAME(S): NOTE(S): The criteria may be one of the following: - another planned activity where the source activity does not occur unless the target activity has occurred - the defined outcome of another planned activity where the source activity does not occur unless the target activity outcome has occurred - a planned group of other criteria that may be composed of a mix of other activities observation results and/or other groups To evaluate whether the contingency was satisfied the simple existence of a PerformedActivity (or subclass) related to the DefinedActivity (or subclass) is not enough by itself. The PerformedActivity.statusCode and PerformedActivity.negationIndicator must also be checked to ensure that the activity was actually performed. PerformedActivity.statusCode must be Completed and PerformedActivity.negationIndicator must not be true."
PlannedCriterionGroup,Protocol Representation Sub-Domain,5.2,"DEFINITION: A collection of conditions joined together via composition (ANDed) and/or optionality (ORed) to form a logical expression upon which the execution of an activity is based or upon which the cessation of a repeated activity is based where components of the group may include other activities observation results and/or other criterion groups and where both the criterion group and its components are planned to be used at a particular point in a particular study or experiment. EXAMPLE(S): (A and (B or C)) where A might be an activity B and C might be 2 different observation results and the two sets of parentheses are 2 criterion groups one inside (a component of) the other. OTHER NAME(S): NOTE(S): A criterion group represents the parentheses around a set of criteria in a logical expression."
PlannedCriterionGroupCompositionRelationship,Protocol Representation Sub-Domain,5.2,"DEFINITION: A relationship between a planned criterion group and a planned activity planned observation result or other planned criterion group that is a component i.e. a relationship between a logical set of parenthesis and one of the items inside the parentheses. EXAMPLE(S): A battery of tests may be composed of multiple routine labs that are always ordered together as a group. A glucose tolerance test which is comprised of administering glucose and taking multiple timed blood samples which are then tested for glucose. OTHER NAME(S): NOTE(S): This class helps represent an AND relationship between siblings in the same criterion group."
PlannedCriterionGroupOptionRelationship,Protocol Representation Sub-Domain,5.2,"DEFINITION: A relationship between a planned criterion group and an option that can satisfy it either a planned activity a planned observation result or another planned criterion group i.e. a relationship between a logical set of parenthesis and one of the options inside the parentheses. EXAMPLE(S): A pain management criterion group may be comprised of three options one for substance administration of Tylenol another for substance administration of aspirin and a third for substance administration of ibuprofen. The pain management criterion would be satisfied/accomplished with any one of these activities and would be associated to each of the three via a different DefinedCriterionGroupOptionRelationship. OTHER NAME(S): NOTE(S): This class helps represent an OR relationship between siblings in the same criterion group."
PlannedEligibilityCriterion,Protocol Representation Sub-Domain,5.2,"DEFINITION: An activity that is intended to occur at some point in the context of a particular study that represents a characteristic or requirement intended to be applied to a potential study subject to determine whether or not they may participate in a study. EXAMPLE(S): OTHER NAME(S): NOTE(S): The reason for the PlannedEligibilityCriterion structure is to allow questions defined as agnostic criteria in DefinedEligibilityCriterion that is they could be used either as inclusion or exclusion criteria to be referenced in specific study protocols and allow the inclusion/exclusion distinction to be determined for that study specifically."
PlannedExclusionCriterion,Protocol Representation Sub-Domain,5.2,"DEFINITION: An activity that is intended to occur at some point in the context of a particular study that represents a characteristic or requirement intended to be applied to a potential study subject to determine whether they may not participate in a study. EXAMPLE(S): OTHER NAME(S): NOTE(S): The reason for the PlannedEligibilityCriterion structure is to allow questions defined as agnostic criteria in DefinedEligibilityCriterion that is they could be used either as inclusion or exclusion criteria to be referenced in specific study protocols and allow the inclusion/exclusion distinction to be determined for that study specifically."
PlannedExperimentalUnitAllocation,Protocol Representation Sub-Domain,5.2,"DEFINITION: An activity that is intended to occur at some point in the context of a particular study and that is the assignment of an experimental unit to a portion of the study such as an arm or a portion of an arm (when secondary allocations may occur). EXAMPLE(S): randomization direct assignment based on eligibility criteria etc. Escalating dose cohort studies enroll subjects in successive arms i.e. one arm is completely filled before any subjects are enrolled in the next arm. In such a study allocation depends on which arms have been fully enrolled and which are currently open for enrollment. Note that this example assumes that the experimental unit is the subject (rather than a part of a subject or a group of subjects). OTHER NAME(S): NOTE(S): "
PlannedExperimentalUnitAllocationResult,Protocol Representation Sub-Domain,5.2,"DEFINITION: A possible outcome of a planned experimental unit allocation activity which indicates a path to which an experimental unit may be assigned. EXAMPLE(S): A randomization activity may assign subjects to one of several drug treatments a direct assignment may assign subjects to surgery based on a positive response to a preparatory regimen OTHER NAME(S): Branch NOTE(S): Any evaluation criteria associated with this allocation result is represented by a PlannedContingentOnRelationship related to the PlannedActivity that is linked to this result."
PlannedInclusionCriterion,Protocol Representation Sub-Domain,5.2,"DEFINITION: An activity that is intended to occur at some point in the context of a particular study that represents a characteristic or requirement intended to be applied to a potential study subject to determine whether they may participate in a study. EXAMPLE(S): OTHER NAME(S): NOTE(S): The reason for the PlannedEligibilityCriterion structure is to allow questions defined as agnostic criteria in DefinedEligibilityCriterion that is they could be used either as inclusion or exclusion criteria to be referenced in specific study protocols and allow the inclusion/exclusion distinction to be determined for that study specifically."
PlannedNotification,Protocol Representation Sub-Domain,5.2,"DEFINITION: An activity that is intended to occur at some point in the context of a particular study or experiment that represents the communication of a message to a recipient. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
PlannedOptionRelationship,Protocol Representation Sub-Domain,5.2,"DEFINITION: A relationship between a composite activity and an option that can satisfy it i.e. choice and option activities where all the activities are intended to occur at some point in the context of a particular study or experiment. EXAMPLE(S): A pain management activity may be comprised of three options one for substance administration of Tylenol another for substance administration of aspirin and a third for substance administration of ibuprofen. The pain management activity would be satisfied/accomplished with any one of these activities and would be associated to each of the three via a different DefinedOptionRelationship. OTHER NAME(S): NOTE(S): This class helps represent an OR relationship between siblings with the same parent activity."
PlannedRandomizationBookAllocation,Protocol Representation Sub-Domain,5.2,"DEFINITION: An activity that is intended to occur at some point in the context of a particular study and that is the assignment of an experimental unit to a portion of the study such as an arm or a portion of an arm (when secondary allocations may occur) based on a randomization book. EXAMPLE(S): A study has two treatment arms A and B to which study subjects will be evenly distributed. The first study subject to be randomized received treatment Arm A and that was documented as part of the Randomization Book the next study subject to be randomized will receive the next open treatment which is Arm B. OTHER NAME(S): NOTE(S): A randomization book is a predefined set of assignments to portions of a study based on criteria such as stratum group for example that ensures a desired distribution of experimental units across those portions of the study. For example the book entries indicate which arm a given experimental unit Joe is assigned to based on the fact that he's the 5th person in stratum group #2."
PlannedRepeatActivityUntilRule,Protocol Representation Sub-Domain,5.2,"DEFINITION: A relationship between a planned repeating activity and the criteria that may trigger the repeating activity to stop where all items are intended to occur at some point in the context of a particular study or experiment. EXAMPLE(S): Continue repeating kidney dialysis until kidney transplant surgery. OTHER NAME(S): NOTE(S): The criteria may be one of the following: - another planned activity where the repeating activity stops if this other activity occurs - a defined observation result where the repeating activity stops if this observation result occurs as a result of a planned observation - a planned criteria group where the repeating activity stops if this group logically evaluates to true based on its components"
PlannedStudySite,Protocol Representation Sub-Domain,5.2,"DEFINITION: A facility in which study activities are intended to be conducted. EXAMPLE(S): The site where the study subject encounter is intended to occur or the site of the Investigator. OTHER NAME(S): NOTE(S):"
PlannedStudySubject,Protocol Representation Sub-Domain,5.2,"DEFINITION: A kind of physical entity which is intended to be the primary unit of operational and/or administrative interest in a study. EXAMPLE(S): 10 Adult males 20 female 6-month old chickens OTHER NAME(S): NOTE(S): Some studies may specify multiple kinds of subjects each with their own quantity."
PlannedSubjectActivityGroup,Protocol Representation Sub-Domain,5.2,"DEFINITION: A collection of activities that are intended to occur or start for the same study or experiment subject at a specific point in the context of a particular study or experiment. EXAMPLE(S): Clinic visit during which a physical exam a blood test and a substance administration occur Telephone contact during which temperature blood pressure and adverse events are reported Recording multiple observation results in a diary A treatment strategy that consists of drug administrations with rules for modifying doses OTHER NAME(S): visit time point study segment course treatment strategy period cycle NOTE(S):"
RandomizationBookEntry,Protocol Representation Sub-Domain,5.2,"DEFINITION: An item/element of a randomization book that can be used to assign an experimental unit to a planned arm or portion of an arm in a study. EXAMPLE(S): An entry might be mapping the 5th experimental unit in a given Stratum Group to a particular treatment Arm. OTHER NAME(S): NOTE(S): A randomization book is a predefined set of assignments to portions of a study based on criteria such as stratum group for example that ensures a desired distribution of experimental units across those portions of the study. For example the book entries indicate which arm a given experimental unit Joe is assigned to based on the fact that he's the 5th experimental unit in stratum group #2."
StratumGroup,Protocol Representation Sub-Domain,5.2,"DEFINITION: A designation used to segregate study subjects into collections in order to balance the study for analysis. The stratum group is made up of a combination of stratification criterion answers which ultimately is used to assign study subjects or experimental units to arms on a study. EXAMPLE(S): A given study may want to require even distribution of gender and age so stratum groups may be defined as: males under 18 males 18 and over females under 18 and females 18 and over. OTHER NAME(S): NOTE(S):"
StudyActivity,Protocol Representation Sub-Domain,5.2,"DEFINITION: The intention to use a defined activity in the design of a study. EXAMPLE(S): If a study's design includes the activity of taking blood pressure the DefinedActivity for blood pressure is linked to the study via this class. OTHER NAME(S): NOTE(S): The number of times this activity occurs during the study and the relative timing for those occurrences is represented by PlannedActivity."
StudyAgent,Protocol Representation Sub-Domain,5.2,"DEFINITION: A product that is being used or tested as part of a study. EXAMPLE(S): Tamoxifen used in a breast cancer study. Fish oil used in a heart health study. Artificial knee joints used in a joint replacement study. OTHER NAME(S): NOTE(S): If a study has study agents presumably one or more of the StudyActivity will use the agent and have studyFocusedIndicator = true."
